Serial number,Time (UTC),Datum ID,Session ID,Data format version,Firmware version,App version,Timezone offset (mins),Date local (yyyy/MM/dd),Time local (hh:mm:ss),GPS lat (ddmm.mmmmm),GPS long (dddmm.mmmmm),GPS speed (km/h),GPS sat count,Timebase (s),Status,Battery remaining (%),Accel X,Accel Y,Accel Z,Tape position,Flow setpoint (mL/min),Flow total (mL/min),Flow1 (mL/min),Flow2 (mL/min),Sample temp (C),Sample RH (%),Sample dewpoint (C),Internal pressure (Pa),Internal temp (C),Optical config,UV Sen1,UV Sen2,UV Ref,UV ATN1,UV ATN2,UV K,Blue Sen1,Blue Sen2,Blue Ref,Blue ATN1,Blue ATN2,Blue K,Green Sen1,Green Sen2,Green Ref,Green ATN1,Green ATN2,Green K,Red Sen1,Red Sen2,Red Ref,Red ATN1,Red ATN2,Red K,IR Sen1,IR Sen2,IR Ref,IR ATN1,IR ATN2,IR K,UV BC1,UV BC2,UV BCc,Blue BC1,Blue BC2,Blue BCc,Green BC1,Green BC2,Green BCc,Red BC1,Red BC2,Red BCc,IR BC1,IR BC2,IR BCc,Readable status
MA350-0238,2022-04-12T17:31:01Z,26598,12,1,1.1,1.4,0,2022-04-12,5:31:01 PM,0,0,0,0,60,64,100,-25757,-71,-1964,3,100,99.79,54.13,45.65,34.59,15.6,4.77,76236,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,561246,488150,931337,50.93294,43.860384,0.007774,610283,647467,836744,41.310136,35.676028,0.010288,630107,679932,855908,36.60898,31.406774,0.008234,661910,704235,906453,30.70038,26.02449,0.008578,587277,689262,940805,22.826684,18.854456,-0.014899,4375,4774,7244,4784,5266,8320,4753,5045,6805,5177,5459,7028,5671,5420,4231,NA
MA350-0238,2022-04-12T17:32:01Z,26599,12,1,1.1,1.4,0,2022-04-12,5:32:01 PM,0,0,0,0,60,64,100,-25750,-89,-1960,3,100,100.15,54.42,45.73,34.59,15.6,4.77,76236,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,560104,487148,929977,50.995844,43.921196,0.010199,610046,647221,836869,41.36434,35.727756,0.01205,628388,678072,853947,36.660544,31.45671,0.014115,661580,703915,906436,30.743978,26.065052,0.013429,586647,688527,940106,22.861076,18.886482,0.01676,3394,3905,7073,3692,4192,7361,3933,4532,8152,4019,4449,6845,4414,4891,7156,NA
MA350-0238,2022-04-12T17:33:01Z,26600,12,1,1.1,1.4,0,2022-04-12,5:33:01 PM,0,0,0,0,60,64,100,-25735,-107,-1935,3,100,99.68,54.38,45.3,34.59,15.7,4.81,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,559944,487027,930245,51.050744,43.973288,0.009811,610030,647212,837192,41.411388,35.772528,0.012347,628279,678007,854173,36.703924,31.495798,0.00996,660946,703281,905862,30.780278,26.098246,0.012709,586463,688368,940118,22.888936,18.909698,0.000096,2964,3377,5939,3206,3663,6561,3311,3581,5218,3348,3675,5499,3578,3579,3586,NA
MA350-0238,2022-04-12T17:34:01Z,26601,12,1,1.1,1.4,0,2022-04-12,5:34:01 PM,0,0,0,0,60,64,100,-25760,-75,-1953,3,100,99.98,54.25,45.74,34.59,15.7,4.81,76236,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,560618,487609,931810,51.10124,44.025216,0.012002,610229,647436,837845,41.453472,35.812812,0.012026,628792,678549,855195,36.741332,31.533426,0.015689,660856,703155,906038,30.812924,26.129714,0.015743,586374,688279,940224,22.916306,18.935714,0.018457,2733,3334,7069,2875,3264,5734,2862,3415,6758,3018,3451,5863,3524,3973,6107,NA
MA350-0238,2022-04-12T17:35:01Z,26602,12,1,1.1,1.4,0,2022-04-12,5:35:01 PM,0,0,0,0,60,64,100,-25740,-107,-1937,3,100,99.61,54.38,45.23,34.59,15.7,4.81,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,560502,487539,932189,51.159196,44.0795,0.009324,609708,646913,837525,41.500936,35.858456,0.01289,629367,679206,856370,36.785428,31.573926,0.011533,661298,703684,906992,30.85034,26.163558,0.011858,586720,688709,941045,22.94534,18.961154,0.010282,3129,3524,5984,3234,3740,6955,3366,3717,5846,3451,3753,5442,3729,3929,4880,NA
MA350-0238,2022-04-12T17:36:01Z,26603,12,1,1.1,1.4,0,2022-04-12,5:36:01 PM,0,0,0,0,60,64,100,-25757,-67,-1928,3,100,100.05,53.82,46.23,34.59,15.7,4.81,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,559207,486397,930481,51.21216,44.131224,0.009723,609205,646377,837226,41.545728,35.901524,0.011263,627540,677263,854204,36.824304,31.610564,0.01106,660906,703255,906757,30.886298,26.19658,0.010147,586425,688360,940811,22.972492,18.985098,0.005794,2889,3286,5755,3084,3453,5797,2998,3289,5058,3351,3583,4881,3523,3617,4064,NA
MA350-0238,2022-04-12T17:37:01Z,26604,12,1,1.1,1.4,0,2022-04-12,5:37:01 PM,0,0,0,0,60,64,100,-25729,-85,-1959,3,100,100.19,54.45,45.73,34.59,15.7,4.81,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,558286,485616,929380,51.258008,44.175096,0.009791,607815,644917,835632,41.58456,35.93894,0.012509,630945,680940,859172,36.860284,31.645134,0.013684,658840,701055,904166,30.915608,26.224142,0.014256,589233,691709,945553,22.99495,19.004814,0.009006,2472,2817,4964,2643,3032,5509,2742,3137,5534,2700,3023,4828,2880,3011,3633,NA
MA350-0238,2022-04-12T17:38:01Z,26605,12,1,1.1,1.4,0,2022-04-12,5:38:01 PM,0,0,0,0,60,64,100,-25757,-67,-1967,3,100,99.87,54.36,45.51,34.59,15.7,4.81,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,558309,485637,929860,51.303168,44.218512,0.01009,608134,645253,836371,41.621044,35.973268,0.011454,626141,675753,852871,36.891892,31.675342,0.01355,658635,700879,904130,30.94177,26.248878,0.014865,589280,691723,945792,23.014996,19.024392,0.021275,2440,2801,5058,2488,2795,4754,2414,2755,4827,2414,2726,4470,2575,3004,5047,NA
MA350-0238,2022-04-12T17:39:01Z,26606,12,1,1.1,1.4,0,2022-04-12,5:39:01 PM,0,0,0,0,60,64,100,-25751,-91,-1927,3,100,99.93,54.31,45.62,34.59,15.7,4.81,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,558156,485473,929901,51.3388,44.258132,0.01366,607828,644913,836175,41.650904,36.004112,0.0151,626528,676170,853619,36.919756,31.702984,0.015211,658565,700806,904276,30.965062,26.272414,0.018488,585192,686970,939409,23.034172,19.04144,0.010928,1926,2550,6449,2037,2506,5491,2129,2515,4857,2151,2587,5031,2466,2610,3295,NA
MA350-0238,2022-04-12T17:40:01Z,26607,12,1,1.1,1.4,0,2022-04-12,5:40:01 PM,0,0,0,0,60,64,100,-25764,-121,-1939,3,100,100.38,54.72,45.66,34.59,15.7,4.81,76236,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,557534,484957,929293,51.382388,44.300668,0.010726,607217,644267,835618,41.6894,36.0416,0.013239,625999,675588,853178,36.952476,31.735106,0.015029,659029,701299,905170,30.994526,26.299044,0.011421,589534,692092,946621,23.055684,19.061598,0.018004,2339,2735,5212,2607,3042,5819,2482,2920,5582,2701,2925,4181,2745,3083,4694,NA
MA350-0238,2022-04-12T17:41:01Z,26608,12,1,1.1,1.4,0,2022-04-12,5:41:01 PM,0,0,0,0,60,64,100,-25775,-100,-1914,3,100,100.11,54.2,45.91,34.59,15.7,4.84,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,557450,484893,929576,51.425748,44.342124,0.009403,607075,644136,835740,41.724596,36.074956,0.011215,625706,675281,853054,36.985724,31.765914,0.010805,658281,700514,904384,31.020942,26.323588,0.012586,588942,691382,945827,23.077408,19.080276,0.003487,2349,2652,4548,2406,2693,4522,2546,2785,4241,2444,2681,4010,2799,2841,3044,NA
MA350-0238,2022-04-12T17:42:01Z,26609,12,1,1.1,1.4,0,2022-04-12,5:42:01 PM,0,0,0,0,60,64,100,-25764,-83,-1935,3,100,100.03,54.43,45.6,34.59,15.7,4.84,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,556874,484387,928957,51.46474,44.382628,0.012345,607292,644371,836331,41.755964,36.107596,0.015361,625275,674821,852725,37.012696,31.793566,0.016574,657751,699957,903861,31.045524,26.347318,0.016151,588646,691056,945557,23.096252,19.098136,0.018664,2104,2608,5769,2136,2653,5957,2056,2517,5321,2265,2610,4544,2418,2735,4250,NA
MA350-0238,2022-04-12T17:43:01Z,26610,12,1,1.1,1.4,0,2022-04-12,5:43:01 PM,0,0,0,0,60,64,100,-25717,-79,-1951,3,100,99.76,54.41,45.35,34.59,15.7,4.84,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,557813,485202,930887,51.503244,44.421892,0.012016,607922,645042,837485,41.78638,36.13802,0.014269,626337,675992,854399,37.041548,31.821032,0.013544,658768,701060,905490,31.06943,26.371198,0.018264,589498,692084,947128,23.113846,19.113702,0.011325,2078,2542,5453,2072,2486,5133,2201,2513,4417,2204,2641,5095,2258,2397,3059,NA
MA350-0238,2022-04-12T17:44:01Z,26611,12,1,1.1,1.4,0,2022-04-12,5:44:01 PM,0,0,0,0,60,64,100,-25755,-85,-1922,3,100,100.1,54.76,45.35,34.59,15.7,4.84,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,556990,484489,929886,51.542708,44.461752,0.011935,607113,644158,836598,41.82012,36.172372,0.015047,630748,680738,860712,37.072516,31.851394,0.015273,659318,701595,906401,31.093202,26.395898,0.020183,585022,686791,940075,23.132698,19.134348,0.028139,2116,2581,5500,2284,2807,6161,2347,2779,5412,2177,2732,5847,2404,3179,6889,NA
MA350-0238,2022-04-12T17:45:01Z,26612,12,1,1.1,1.4,0,2022-04-12,5:45:01 PM,0,0,0,0,60,64,100,-25744,-77,-1970,3,100,100.22,54.63,45.59,34.59,15.7,4.84,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,556885,484381,930111,51.589212,44.507288,0.010813,606963,644011,836705,41.858516,36.209236,0.012592,630153,680109,860228,37.10558,31.885632,0.017012,658502,700765,905585,31.12371,26.424562,0.014599,584554,686291,939553,23.156604,19.154672,0.004205,2499,2932,5653,2605,2997,5508,2512,3117,6812,2801,3153,5134,3056,3113,3386,NA
MA350-0238,2022-04-12T17:46:01Z,26613,12,1,1.1,1.4,0,2022-04-12,5:46:01 PM,0,0,0,0,60,64,100,-25759,-100,-1948,3,100,99.84,54.21,45.63,34.59,15.7,4.84,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,556712,484219,930270,51.634076,44.5523,0.011299,607263,644319,837422,41.89678,36.247964,0.014329,629970,679925,860293,37.142428,31.920182,0.012054,658269,700535,905544,31.154828,26.453894,0.014218,588913,691409,946802,23.178738,19.176706,0.022188,2430,2897,5834,2616,3146,6546,2821,3143,5109,2879,3224,5168,2851,3372,5871,NA
MA350-0238,2022-04-12T17:47:01Z,26614,12,1,1.1,1.4,0,2022-04-12,5:47:01 PM,0,0,0,0,60,64,100,-25737,-88,-1929,3,100,99.68,54.35,45.33,34.59,15.7,4.84,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,557065,484551,931340,51.6832,44.600936,0.011163,607176,644246,837675,41.935732,36.285608,0.012891,625783,675393,854827,37.177496,31.955056,0.015538,657837,700113,905279,31.185874,26.482782,0.013903,588787,691281,946831,23.203846,19.198876,0.010905,2654,3150,6275,2656,3077,5782,2678,3193,6342,2865,3196,5059,3227,3415,4320,NA
MA350-0238,2022-04-12T17:48:01Z,26615,12,1,1.1,1.4,0,2022-04-12,5:48:01 PM,0,0,0,0,60,64,100,-25739,-89,-1964,3,100,99.71,54.3,45.42,34.59,15.7,4.84,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,556237,483872,930445,51.734044,44.648352,0.00882,606452,643505,837034,41.979948,36.32734,0.011626,625544,675164,854803,37.216504,31.990506,0.010245,658629,700949,906681,31.21923,26.514292,0.014793,584888,686698,940771,23.229248,19.221488,0.011683,2749,3066,5058,3018,3405,5895,2982,3240,4819,3081,3480,5726,3267,3477,4484,NA
MA350-0238,2022-04-12T17:49:01Z,26616,12,1,1.1,1.4,0,2022-04-12,5:49:01 PM,0,0,0,0,60,64,100,-25772,-72,-1954,3,100,101.3,54.13,47.17,34.59,15.8,4.88,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,555326,483091,929718,51.823176,44.732376,0.007226,605133,642170,835896,42.058016,36.399828,0.007798,624531,674111,854067,37.286428,32.055366,0.008454,656547,698775,904363,31.281394,26.5714,0.008482,587820,690214,945998,23.277656,19.264022,0.002007,4835,5231,7730,5345,5696,7954,5362,5708,7830,5760,6073,7840,6246,6298,6552,NA
MA350-0238,2022-04-12T17:50:01Z,26617,12,1,1.1,1.4,0,2022-04-12,5:50:01 PM,0,0,0,0,60,64,100,-25724,-100,-1954,3,100,100.06,54.71,45.35,34.59,15.8,4.88,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,554763,482624,929507,51.903328,44.806732,0.008971,604735,641757,835909,42.127472,36.464224,0.011124,624056,673621,853935,37.35024,32.113906,0.011574,655890,698116,903946,31.33696,26.619472,0.007178,587488,689851,945868,23.321788,19.303738,0.014232,4302,4815,8051,4705,5263,8855,4841,5358,8528,5095,5317,6573,5634,6116,8433,NA
MA350-0238,2022-04-12T17:51:01Z,26618,12,1,1.1,1.4,0,2022-04-12,5:51:01 PM,0,0,0,0,60,64,100,-25746,-103,-1960,3,100,99.79,54.39,45.39,34.59,15.8,4.88,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,554736,482621,930100,51.972392,44.87088,0.008708,604959,642020,836703,42.184852,36.51686,0.01007,623585,673168,853749,37.40438,32.16196,0.008339,655586,697828,903935,31.383912,26.662266,0.012104,587250,689567,945748,23.35757,19.33499,0.009115,3728,4150,6811,3910,4298,6797,4131,4394,6005,4330,4729,6982,4594,4808,5837,NA
MA350-0238,2022-04-12T17:52:01Z,26619,12,1,1.1,1.4,0,2022-04-12,5:52:01 PM,0,0,0,0,60,64,100,-25748,-89,-1948,3,100,100.13,54.36,45.78,34.59,15.8,4.88,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,555368,483164,931693,52.030104,44.926996,0.010204,604972,642078,837152,42.236932,36.563308,0.007223,624979,674699,856079,37.447872,32.201478,0.009614,657083,699436,906325,31.422032,26.696302,0.009096,583963,685760,940790,23.387844,19.36153,0.008222,3118,3599,6646,3551,3760,5110,3321,3583,5189,3518,3729,4925,3890,4049,4816,NA
MA350-0238,2022-04-12T17:53:01Z,26620,12,1,1.1,1.4,0,2022-04-12,5:53:01 PM,0,0,0,0,60,64,100,-25764,-86,-1940,3,100,100.13,54.76,45.37,34.59,15.8,4.88,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,554511,482476,930844,52.08914,44.979348,0.006536,604600,641698,837018,42.283148,36.606312,0.01131,624010,673698,855099,37.493808,32.241668,0.007625,656842,699245,906375,31.46109,26.729398,0.00418,583215,684919,939884,23.418354,19.38552,-0.01795,3165,3388,4799,3128,3513,5995,3482,3677,4876,3577,3659,4119,3891,3693,2739,NA
MA350-0238,2022-04-12T17:54:01Z,26621,12,1,1.1,1.4,0,2022-04-12,5:54:01 PM,0,0,0,0,60,64,100,-25744,-85,-1940,3,100,99.95,54.65,45.29,34.59,15.8,4.88,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,554131,482158,930706,52.144064,45.029764,0.008452,604172,641271,836826,42.33346,36.650756,0.007785,627622,677608,860473,37.536748,32.281276,0.011902,656102,698482,905707,31.499672,26.763772,0.010572,587240,689718,946661,23.449074,19.411094,0.001109,2951,3268,5277,3412,3637,5089,3261,3629,5894,3541,3807,5309,3926,3944,4030,NA
MA350-0238,2022-04-12T17:55:01Z,26622,12,1,1.1,1.4,0,2022-04-12,5:55:01 PM,0,0,0,0,60,64,100,-25746,-75,-1939,3,100,100.01,54.39,45.62,34.59,15.8,4.92,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,554176,482194,931365,52.204844,45.089248,0.010547,604508,641646,837729,42.38446,36.701044,0.013382,627503,677529,860723,37.586096,32.325954,0.009639,655728,698128,905585,31.540904,26.80052,0.009327,582744,684432,939677,23.48069,19.439228,0.011146,3281,3829,7302,3475,4086,8029,3766,4065,5906,3802,4040,5387,4059,4307,5499,NA
MA350-0238,2022-04-12T17:56:01Z,26623,12,1,1.1,1.4,0,2022-04-12,5:56:01 PM,0,0,0,0,60,64,100,-25737,-85,-1955,3,100,100.11,54.43,45.67,34.6,15.8,4.93,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,553825,481905,931385,52.27172,45.153472,0.009849,603672,640758,837075,42.439172,36.752604,0.011285,622940,672606,854852,37.635148,32.373036,0.013474,656309,698745,906780,31.585212,26.841642,0.013106,583072,684823,940525,23.514606,19.47011,0.014079,3608,4129,7436,3725,4184,7149,3740,4278,7588,4083,4516,6967,4352,4722,6505,NA
MA350-0238,2022-04-12T17:57:01Z,26624,12,1,1.1,1.4,0,2022-04-12,5:57:01 PM,0,0,0,0,60,64,100,-25742,-78,-1953,3,100,99.79,54.49,45.3,34.59,15.8,4.92,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,553508,481650,931444,52.334432,45.2118,0.008903,603560,640676,837354,42.496428,36.804788,0.009833,622901,672591,855224,37.682844,32.416482,0.010784,656104,698555,906850,31.627716,26.879338,0.009728,583064,684838,940809,23.548222,19.497736,-0.003043,3379,3781,6328,3895,4269,6691,3633,3981,6120,3913,4174,5652,4309,4259,4020,NA
MA350-0238,2022-04-12T17:58:01Z,26625,12,1,1.1,1.4,0,2022-04-12,5:58:01 PM,0,0,0,0,60,64,100,-25737,-88,-1951,3,100,100.16,54.55,45.61,34.6,15.8,4.93,76240,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,551823,480231,929423,52.421584,45.290108,0.006758,601987,639059,835793,42.57038,36.871744,0.00898,620856,670434,853018,37.752896,32.478508,0.007862,653876,696254,904382,31.686714,26.931704,0.009183,585809,688160,945730,23.59586,19.538292,0.004061,4692,5042,7266,5025,5441,8135,5331,5645,7581,5425,5759,7652,6099,6211,6746,NA
MA350-0238,2022-04-12T17:59:01Z,26626,12,1,1.1,1.4,0,2022-04-12,5:59:01 PM,0,0,0,0,60,64,100,-25733,-96,-1933,3,100,99.98,54.28,45.7,34.6,15.8,4.93,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,551981,480383,930392,52.500688,45.367056,0.010165,602325,639423,836817,42.635708,36.933424,0.011165,625130,675076,859417,37.813516,32.536358,0.012933,653802,696211,904702,31.738976,26.979652,0.011799,585822,688185,946131,23.637452,19.575914,0.012788,4279,4945,9177,4461,5003,8514,4635,5255,9072,4829,5263,7721,5352,5750,7670,NA
MA350-0238,2022-04-12T18:00:01Z,26627,12,1,1.1,1.4,0,2022-04-12,6:00:01 PM,0,0,0,0,60,64,100,-25760,-78,-1934,3,100,99.68,54.38,45.3,34.6,15.8,4.93,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,552388,480732,931657,52.56454,45.428628,0.010219,602585,639713,837611,42.689764,36.987584,0.014125,621578,671260,854927,37.863824,32.583886,0.01295,654947,697410,906648,31.782338,27.021002,0.015465,582309,684083,940798,23.670552,19.605288,0.011644,3448,3991,7450,3684,4431,9280,3840,4355,7534,3999,4579,7866,4251,4529,5868,NA
MA350-0238,2022-04-12T18:01:01Z,26628,12,1,1.1,1.4,0,2022-04-12,6:01:01 PM,0,0,0,0,60,64,100,-25725,-89,-1939,3,100,99.83,54.33,45.5,34.62,15.8,4.94,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,551888,480305,931289,52.613772,45.47856,0.011571,602114,639216,837324,42.732424,37.030052,0.013702,621821,671490,855574,37.898808,32.620438,0.016887,655136,697629,907221,31.814998,27.051946,0.014684,582621,684433,941499,23.695652,19.62949,0.019773,2661,3222,6802,2910,3459,7022,2672,3334,7424,3015,3411,5659,3227,3715,6072,NA
MA350-0238,2022-04-12T18:02:01Z,26629,12,1,1.1,1.4,0,2022-04-12,6:02:01 PM,0,0,0,0,60,64,100,-25750,-85,-1942,3,100,99.76,54.43,45.33,34.6,15.8,4.93,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,551667,480119,931371,52.661236,45.52318,0.009255,601936,639058,837443,42.772004,37.066832,0.01088,621658,671362,855684,37.938288,32.654954,0.006944,653733,696183,905592,31.845546,27.080574,0.014316,581803,683509,940391,23.720062,19.649888,0.000854,2560,2890,4995,2695,3008,5041,3011,3161,4088,2815,3168,5174,3132,3143,3197,NA
MA350-0238,2022-04-12T18:03:01Z,26630,12,1,1.1,1.4,0,2022-04-12,6:03:01 PM,0,0,0,0,60,64,100,-25742,-84,-1907,3,100,99.83,54.21,45.62,34.6,15.8,4.93,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,551601,480082,931613,52.706368,45.566384,0.009556,602287,639416,838210,42.808316,37.10178,0.012107,620436,670041,854250,37.97114,32.687138,0.014242,653691,696116,905744,31.87387,27.106954,0.013059,585694,688091,946928,23.742528,19.671478,0.01907,2445,2781,4925,2482,2839,5154,2515,2928,5478,2621,2900,4490,2894,3305,5289,NA
MA350-0238,2022-04-12T18:04:01Z,26631,12,1,1.1,1.4,0,2022-04-12,6:04:01 PM,0,0,0,0,60,64,100,-25748,-78,-1945,3,100,99.86,54.63,45.23,34.6,15.8,4.93,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,551391,479868,931720,52.750728,45.611756,0.012035,601993,639119,838122,42.844616,37.13676,0.012873,620577,670203,854744,38.002076,32.717358,0.014842,653459,695892,905693,31.901352,27.13305,0.015537,581586,683286,940464,23.762634,19.690212,0.017771,2384,2945,6530,2463,2866,5492,2350,2773,5391,2523,2894,5003,2570,2892,4450,NA
MA350-0238,2022-04-12T18:05:01Z,26632,12,1,1.1,1.4,0,2022-04-12,6:05:01 PM,0,0,0,0,60,64,100,-25714,-107,-1925,3,100,99.83,54.43,45.4,34.62,15.8,4.94,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,550700,479313,931034,52.799508,45.659212,0.010447,601393,638499,837603,42.883044,37.174268,0.013081,620226,669837,854566,38.036948,32.7514,0.014479,654223,696699,907036,31.93348,27.16269,0.012997,581675,683390,940836,23.787678,19.712936,0.014251,2631,3069,5869,2616,3062,5960,2659,3112,5920,2960,3274,5061,3213,3496,4861,NA
MA350-0238,2022-04-12T18:06:01Z,26633,12,1,1.1,1.4,0,2022-04-12,6:06:01 PM,0,0,0,0,60,64,100,-25739,-78,-1921,3,100,100.11,54.24,45.87,34.62,15.8,4.96,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,550786,479372,931691,52.853348,45.713204,0.010953,601156,638264,837688,42.930568,37.221908,0.013564,620507,670140,855304,38.080904,32.793586,0.012937,653254,695693,906050,31.970406,27.197486,0.013558,581203,682864,940338,23.816796,19.73985,0.014773,2915,3456,6923,3247,3849,7775,3363,3817,6630,3415,3805,6028,3749,4098,5785,NA
MA350-0238,2022-04-12T18:07:01Z,26634,12,1,1.1,1.4,0,2022-04-12,6:07:01 PM,0,0,0,0,60,64,100,-25740,-97,-1970,3,100,99.84,54.45,45.39,34.6,15.8,4.93,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,550275,478932,931377,52.91582,45.772384,0.009491,601244,638348,838197,42.983124,37.272532,0.01254,619513,669071,854342,38.127332,32.83913,0.01469,653024,695460,906112,32.01157,27.237066,0.015829,580869,682505,940092,23.847564,19.767682,0.013908,3369,3828,6769,3577,4133,7761,3539,4165,8046,3792,4373,7688,3947,4282,5906,NA
MA350-0238,2022-04-12T18:08:01Z,26635,12,1,1.1,1.4,0,2022-04-12,6:08:01 PM,0,0,0,0,60,64,100,-25775,-72,-1951,3,100,99.72,54.17,45.55,34.62,15.8,4.94,76244,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,549595,478351,930701,52.972536,45.826712,0.009592,600003,637060,836913,43.032028,37.317732,0.009938,619098,668690,854173,38.174092,32.87978,0.005148,651525,693902,904387,32.05011,27.271974,0.010652,580454,682015,939715,23.878822,19.793618,-0.003481,3074,3503,6250,3346,3678,5846,3583,3704,4459,3568,3844,5418,4030,3977,3721,NA
MA350-0238,2022-04-12T18:09:01Z,26636,12,1,1.1,1.4,0,2022-04-12,6:09:01 PM,0,0,0,0,60,64,100,-25757,-100,-1942,3,100,100.09,54.13,45.96,34.6,15.8,4.9,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,549734,478511,931596,53.037352,45.885504,0.00634,600281,637366,837748,43.086664,37.369068,0.010344,620178,669847,856069,38.222208,32.92537,0.011917,652964,695453,906754,32.092994,27.310478,0.008676,581250,683003,941351,23.912662,19.823632,0.008661,3516,3756,5297,3740,4140,6748,3689,4117,6776,3973,4202,5507,4366,4561,5506,NA
MA350-0238,2022-04-12T18:10:01Z,26637,12,1,1.1,1.4,0,2022-04-12,6:10:01 PM,0,0,0,0,60,64,100,-25764,-96,-1942,3,100,100.16,54.56,45.6,34.62,15.8,4.91,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,549438,478255,931564,53.087076,45.93548,0.011317,599905,636971,837556,43.128992,37.409784,0.012342,619692,669326,855718,38.260512,32.963204,0.014844,652770,695249,906739,32.124486,27.341306,0.016663,580616,682269,940547,23.937008,19.846566,0.017833,2676,3218,6703,2875,3309,6149,2914,3444,6744,2895,3391,6230,3116,3513,5437,NA
MA350-0238,2022-04-12T18:11:01Z,26638,12,1,1.1,1.4,0,2022-04-12,6:11:01 PM,0,0,0,0,60,64,100,-25751,-96,-1900,3,100,100.11,54.28,45.84,34.62,15.8,4.92,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,549134,477990,931421,53.1286,45.975616,0.009743,600024,637143,838055,43.165052,37.444088,0.011317,619339,668978,855522,38.289352,32.989376,0.009145,651671,694107,905472,32.152768,27.36621,0.006926,580285,681904,940209,23.95885,19.865502,0.005604,2246,2571,4658,2462,2774,4813,2205,2370,3394,2613,2725,3362,2810,2885,3246,NA
MA350-0238,2022-04-12T18:12:01Z,26639,12,1,1.1,1.4,0,2022-04-12,6:12:01 PM,0,0,0,0,60,64,100,-25753,-92,-1939,3,100,100.48,54.13,46.35,34.62,15.8,4.92,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,548837,477750,931352,53.173856,46.019288,0.009136,599336,636388,837387,43.201168,37.479872,0.012565,619282,668908,855725,38.32738,33.02507,0.010706,650915,693310,904688,32.181926,27.394286,0.014157,584113,686407,946620,23.9828,19.8867,0.006895,2455,2767,4774,2473,2861,5409,2916,3196,4945,2702,3038,4963,3090,3194,3702,NA
MA350-0238,2022-04-12T18:13:01Z,26640,12,1,1.1,1.4,0,2022-04-12,6:13:01 PM,0,0,0,0,60,64,100,-25754,-110,-1948,3,100,99.97,54.56,45.41,34.62,15.8,4.91,76248,35.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,548249,477181,930810,53.224516,46.079452,0.014293,598623,635582,836721,43.2432,37.53116,0.018018,618728,668247,855303,38.366164,33.0732,0.020347,651301,693667,905543,32.216622,27.437466,0.023886,579980,681520,940200,24.010864,19.920528,0.030178,2727,3891,11397,2855,4186,12930,2950,4399,13451,3190,4769,13840,3592,5203,13045,NA
